1	systemd	0	11669504	1052672
10	kworker/0:0H-kblockd	2	0	0
100	cpuhp/14	2	0	0
101	idle_inject/14	2	0	0
102	migration/14	2	0	0
103	ksoftirqd/14	2	0	0
1035	kworker/29:1H-kblockd	2	0	0
103680	quality-health-	1	19070976	1564672
103740	node	1	20795392	11321344
105	kworker/14:0H-kblockd	2	0	0
105465	architecture-ca	1	20455424	8622080
105488	node	1	25518080	12746752
106	cpuhp/15	2	0	0
107	idle_inject/15	2	0	0
108	migration/15	2	0	0
108361	performance-hea	1	15253504	1675264
108480	node	1	21045248	11538432
109	ksoftirqd/15	2	0	0
109135	kworker/21:0-events	2	0	0
109960	vrooli	2925	100954112	1032192
109964	kworker/5:3-mm_percpu_wq	2	0	0
110289	workflow-health	1	16531456	2899968
110316	node	1	21008384	11501568
111	kworker/15:0H-kblockd	2	0	0
112	cpuhp/16	2	0	0
112193	kworker/u128:2-atlantic	2	0	0
113	idle_inject/16	2	0	0
113015	security-health	1	24563712	1851392
113076	node	1	20901888	11628544
114	migration/16	2	0	0
115	ksoftirqd/16	2	0	0
116267	measures-health	1	239194112	41205760
116329	node	1	21643264	11493376
116451	vrooli-autoheal	2925	8888320	507904
117	kworker/16:0H-kblockd	2	0	0
117683	knowledge-obser	1	110747648	3792896
117721	node	1	21168128	11882496
118	rcu_exp_par_gp_kthread_worker/2	2	0	0
119	cpuhp/17	2	0	0
12	kworker/u128:0-atlantic	2	0	0
120	idle_inject/17	2	0	0
121	migration/17	2	0	0
121232	brand-manager-a	1	15339520	1794048
121248	node	1	21221376	11206656
122	ksoftirqd/17	2	0	0
123335	tidiness-manage	1	35725312	1085440
123362	node	1	26828800	13299712
124	kworker/17:0H-kblockd	2	0	0
125	cpuhp/18	2	0	0
125379	secrets-manager	2925	16240640	2859008
125411	node	2925	52301824	6877184
126	idle_inject/18	2	0	0
127	migration/18	2	0	0
128	ksoftirqd/18	2	0	0
13	kworker/R-mm_percpu_wq	2	0	0
130	kworker/18:0H-kblockd	2	0	0
131	cpuhp/19	2	0	0
132	idle_inject/19	2	0	0
133	migration/19	2	0	0
134	ksoftirqd/19	2	0	0
136	kworker/19:0H-kblockd	2	0	0
137	cpuhp/20	2	0	0
138	idle_inject/20	2	0	0
139	migration/20	2	0	0
14	ksoftirqd/0	2	0	0
140	ksoftirqd/20	2	0	0
142	kworker/20:0H-kblockd	2	0	0
143	cpuhp/21	2	0	0
144	idle_inject/21	2	0	0
1449	nv_queue	2	0	0
145	migration/21	2	0	0
1450	nv_queue	2	0	0
1451	nv_open_q	2	0	0
146	ksoftirqd/21	2	0	0
1460	kworker/R-led_workqueue	2	0	0
1467	kworker/u131:1-hci0	2	0	0
1470	nvidia-modeset/kthread_q	2	0	0
1471	nvidia-modeset/deferred_close_kthread_q	2	0	0
